time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINDeltasFetchMiss,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsMutated,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lastKnownUtilization,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2014-07-19 06:54:38.889 UTC,250,0,0,0,0,0,3162994,2248,17016,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,2,1,3,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405752862211,3145728,0,0,0,6,0,0,0,1,0,0,0,3,0,0,0,0,6,2,10240,5,0,0,0,0,8192,4,0,0,0,0,0,0,0,0,1,7,40124768,-1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 06:54:51.723 UTC,250,0,0,0,0,0,3158474,1240,12496,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,3,0,3,3,0,2,1,5,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1405752891403,3145728,0,0,0,13,0,0,0,3,0,0,0,3,0,0,0,0,13,0,10240,5,0,0,0,0,4880384,568,0,0,0,0,0,0,0,0,0,0,27537680,-1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 06:55:48.968 UTC,250,0,0,0,0,0,6132370,2248,2986392,0,7,0,0,0,0,0,4436,521,0,0,0,0,0,0,0,0,517,11,0,166,107,383,6954,880,0,0,0,0,0,0,0,0,0,0,0,911,4,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405752891403,3145728,0,0,0,1409,0,0,0,2,0,0,0,3,0,0,0,0,1409,2,2228224,1088,0,0,0,468,1907690,791,0,0,0,0,0,0,0,0,3,59,47646848,-1,0,0,0,0,0,0,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 06:56:56.755 UTC,250,0,0,0,0,0,3158474,1240,12496,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,3,0,3,3,0,2,1,5,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1405753016461,3145728,0,0,0,13,0,0,0,3,0,0,0,3,0,0,0,0,13,0,10240,5,0,0,0,0,4880384,568,0,0,0,0,0,0,0,0,0,0,31248880,-1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 06:57:02.545 UTC,250,0,0,0,0,0,3162994,2248,17016,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,2,1,3,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405753016461,3145728,0,0,0,7,0,0,0,2,0,0,0,3,0,0,0,0,7,2,10240,5,0,0,0,0,8192,4,0,0,0,0,0,0,0,0,1,7,39989864,-1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 06:58:06.263 UTC,250,0,0,0,0,0,3158474,1240,12496,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,3,0,3,3,0,2,1,5,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1405753085941,3145728,0,0,0,13,0,0,0,3,0,0,0,3,0,0,0,0,13,0,10240,5,0,0,0,0,4880384,568,0,0,0,0,0,0,0,0,0,0,26919984,-1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 06:58:22.424 UTC,250,0,0,0,0,0,3162994,2248,17016,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,2,1,3,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405753085941,3145728,0,0,0,7,0,0,0,2,0,0,0,3,0,0,0,0,7,2,10240,5,0,0,0,0,8192,4,0,0,0,0,0,0,0,0,1,8,40635336,-1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 06:59:38.252 UTC,250,0,0,0,0,0,3158474,1240,12496,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,3,0,3,3,0,2,1,5,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1405753177939,3145728,0,0,0,13,0,0,0,3,0,0,0,3,0,0,0,0,13,0,10240,5,0,0,0,0,4880384,568,0,0,0,0,0,0,0,0,0,0,26919968,-1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 06:59:55.121 UTC,250,0,0,0,0,0,4436250,2248,1290272,0,5,0,0,0,0,0,758,230,0,0,0,0,0,0,0,0,228,11,0,61,87,144,1523,197,0,0,0,0,0,0,0,0,0,0,0,144,4,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405753177939,3145728,0,0,0,435,0,0,0,2,0,0,0,3,0,0,0,0,435,2,587776,287,0,0,0,184,823263,334,0,0,0,0,0,0,0,0,2,25,34770232,-1,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:27:09.303 UTC,250,0,0,0,0,0,3158474,1240,12496,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,3,0,3,3,0,2,1,5,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1405762028990,3145728,0,0,0,13,0,0,0,3,0,0,0,3,0,0,0,0,13,0,10240,5,0,0,0,0,4880384,568,0,0,0,0,0,0,0,0,0,0,26919976,-1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:28:09.308 UTC,250,0,0,0,0,0,4436698,2248,1290272,448,5,0,0,0,0,0,758,230,0,0,0,0,0,0,0,0,228,11,0,61,87,144,1523,197,0,0,0,0,0,0,0,0,0,0,0,144,4,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762028990,3145728,0,0,0,435,0,0,0,2,0,0,0,3,0,0,0,0,435,2,587776,287,0,0,0,184,823263,334,0,0,0,0,0,0,0,0,2,45,34925824,-1,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:28:45.024 UTC,250,0,0,0,0,0,4436250,2248,1290272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,87,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762028990,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39477896,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:30:23.038 UTC,250,0,0,0,0,0,3158474,1240,12496,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,3,0,3,3,0,2,1,5,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1405762222723,3145728,0,0,0,13,0,0,0,3,0,0,0,3,0,0,0,0,13,0,10240,5,0,0,0,0,4880384,568,0,0,0,0,0,0,0,0,0,0,26919592,-1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:31:23.044 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,5,0,0,0,0,0,785,230,0,0,0,0,0,0,0,0,228,11,0,61,71,159,1736,223,0,0,0,0,0,0,0,0,0,0,0,144,4,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,461,0,0,0,2,0,0,0,3,0,0,0,0,461,2,626688,306,0,0,0,184,837599,341,0,0,0,0,0,0,0,0,2,28,45827000,-1,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:32:23.051 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48938944,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:33:23.057 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,1723,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59740032,-1,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:34:23.064 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60082328,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:35:23.070 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60150800,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:36:23.076 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60493080,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:37:23.081 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60493080,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:38:23.087 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60561552,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:39:23.114 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,28216360,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:40:23.119 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28263736,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:41:23.125 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28495816,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:42:23.130 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28543192,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:43:23.136 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28775304,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:44:23.141 UTC,250,0,0,0,0,0,4445378,2248,1298952,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29055000,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-19 09:44:36.449 UTC,250,0,0,0,0,0,4444930,2248,1298952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,11,0,61,71,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299772128,3,0,4299771455,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405762222723,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29797064,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
